symbol,timeframe,openTime,open,high,low,close,volume
XAUUSD,M15,2025-01-01T07:30:00,2635.92,2643.66,2635.74,2641.67,1714.98
XAUUSD,M15,2025-01-01T07:45:00,2641.67,2645.46,2640.06,2643.86,820.98
XAUUSD,M15,2025-01-01T08:00:00,2643.86,2645.7,2640.74,2641.62,1029.5
XAUUSD,M15,2025-01-01T08:15:00,2641.62,2643.16,2640.48,2640.9,1279.29
XAUUSD,M15,2025-01-01T08:30:00,2640.9,2641.99,2638.75,2639.01,1061.74
XAUUSD,M15,2025-01-01T08:45:00,2639.01,2640.24,2635.92,2636.41,1050.54
XAUUSD,M15,2025-01-01T09:00:00,2636.41,2638.31,2633.13,2634.94,677.14
XAUUSD,M15,2025-01-01T09:15:00,2634.94,2636.34,2632.9,2633.35,830.78
XAUUSD,M15,2025-01-01T09:30:00,2633.35,2635.0,2628.6,2630.3,976.02
XAUUSD,M15,2025-01-01T09:45:00,2630.3,2631.2,2627.95,2628.84,1667.56
XAUUSD,M15,2025-01-01T10:00:00,2628.84,2629.04,2623.99,2624.84,1348.26
XAUUSD,M15,2025-01-01T10:15:00,2624.84,2625.36,2616.79,2617.19,1621.53
XAUUSD,M15,2025-01-01T10:30:00,2617.19,2619.13,2615.86,2616.79,2653.37
XAUUSD,M15,2025-01-01T10:45:00,2616.79,2619.14,2614.69,2619.03,2590.07
XAUUSD,M15,2025-01-01T11:00:00,2619.03,2624.61,2618.01,2624.26,1034.37
XAUUSD,M15,2025-01-01T11:15:00,2624.26,2624.38,2620.86,2621.66,2963.27
XAUUSD,M15,2025-01-01T11:30:00,2621.66,2623.26,2619.65,2622.37,2988.56
XAUUSD,M15,2025-01-01T11:45:00,2622.37,2623.88,2618.82,2619.14,1241.77
XAUUSD,M15,2025-01-01T12:00:00,2619.14,2620.71,2615.73,2615.85,1960.44
XAUUSD,M15,2025-01-01T12:15:00,2615.85,2617.64,2613.74,2614.07,2901.95
XAUUSD,M15,2025-01-01T12:30:00,2614.07,2617.08,2613.58,2615.66,799.72
XAUUSD,M15,2025-01-01T12:45:00,2615.66,2619.9,2614.41,2619.38,2048.45
XAUUSD,M15,2025-01-01T13:00:00,2619.38,2621.34,2615.8,2616.23,2290.48
XAUUSD,M15,2025-01-01T13:15:00,2616.23,2617.06,2612.99,2614.4,1249.99
XAUUSD,M15,2025-01-01T13:30:00,2614.4,2615.39,2612.31,2614.42,2990.24
XAUUSD,M15,2025-01-01T13:45:00,2614.42,2614.87,2612.71,2613.27,2833.15
XAUUSD,M15,2025-01-01T14:00:00,2613.27,2615.7,2611.52,2615.37,2258.85
XAUUSD,M15,2025-01-01T14:15:00,2615.37,2617.44,2612.02,2613.39,519.56
XAUUSD,M15,2025-01-01T14:30:00,2613.39,2615.36,2611.76,2612.05,788.57
XAUUSD,M15,2025-01-01T14:45:00,2612.05,2617.43,2611.47,2616.27,2012.07
XAUUSD,M15,2025-01-01T15:00:00,2616.27,2618.05,2615.24,2617.5,2763.34
XAUUSD,M15,2025-01-01T15:15:00,2617.5,2621.78,2616.61,2621.58,1191.7
XAUUSD,M15,2025-01-01T15:30:00,2621.58,2623.14,2619.07,2620.23,1569.22
XAUUSD,M15,2025-01-01T15:45:00,2620.23,2620.38,2616.77,2618.62,2759.82
XAUUSD,M15,2025-01-01T16:00:00,2618.62,2621.11,2618.35,2620.8,1270.65
XAUUSD,M15,2025-01-01T16:15:00,2620.8,2622.47,2615.74,2617.55,2747.31
XAUUSD,M15,2025-01-01T16:30:00,2617.55,2619.36,2615.69,2617.72,1515.94
XAUUSD,M15,2025-01-01T16:45:00,2617.72,2619.61,2615.77,2619.29,2661.51
XAUUSD,M15,2025-01-01T17:00:00,2619.29,2621.82,2617.74,2621.77,1330.46
XAUUSD,M15,2025-01-01T17:15:00,2621.77,2623.45,2614.37,2616.19,2526.87
XAUUSD,M15,2025-01-01T17:30:00,2616.19,2618.52,2614.38,2616.69,1056.08
XAUUSD,M15,2025-01-01T17:45:00,2616.69,2617.66,2614.82,2615.46,2488.36
XAUUSD,M15,2025-01-01T18:00:00,2615.46,2618.27,2613.65,2617.58,2917.22
XAUUSD,M15,2025-01-01T18:15:00,2617.58,2619.38,2616.74,2618.04,2952.87
XAUUSD,M15,2025-01-01T18:30:00,2618.04,2621.62,2617.66,2619.58,2906.34
XAUUSD,M15,2025-01-01T18:45:00,2619.58,2619.81,2618.29,2619.2,2321.36
XAUUSD,M15,2025-01-01T19:00:00,2619.2,2620.01,2615.34,2616.55,1136.81
XAUUSD,M15,2025-01-01T19:15:00,2616.55,2616.55,2612.55,2614.5,1846.13
XAUUSD,M15,2025-01-01T19:30:00,2614.5,2615.26,2614.29,2614.44,2160.59
XAUUSD,M15,2025-01-01T19:45:00,2614.44,2615.1,2608.36,2610.14,2299.39
XAUUSD,M15,2025-01-01T20:00:00,2610.14,2610.99,2608.57,2609.2,818.22
XAUUSD,M15,2025-01-01T20:15:00,2609.2,2614.2,2607.77,2612.23,2757.01
XAUUSD,M15,2025-01-01T20:30:00,2612.23,2612.23,2610.61,2611.21,1574.72
XAUUSD,M15,2025-01-01T20:45:00,2611.21,2616.34,2610.23,2614.97,1605.4
XAUUSD,M15,2025-01-01T21:00:00,2614.97,2616.64,2608.42,2608.78,711.99
XAUUSD,M15,2025-01-01T21:15:00,2608.78,2611.36,2608.07,2610.03,2546.06
XAUUSD,M15,2025-01-01T21:30:00,2610.03,2610.45,2609.15,2609.2,1112.11
XAUUSD,M15,2025-01-01T21:45:00,2609.2,2610.99,2607.33,2607.48,1536.1
XAUUSD,M15,2025-01-01T22:00:00,2607.48,2610.27,2606.97,2609.23,2140.15
XAUUSD,M15,2025-01-01T22:15:00,2609.23,2615.34,2607.62,2613.76,766.47
XAUUSD,M15,2025-01-01T22:30:00,2613.76,2618.41,2613.65,2617.32,1123.0
XAUUSD,M15,2025-01-01T22:45:00,2617.32,2625.2,2615.64,2624.24,2168.94
XAUUSD,M15,2025-01-01T23:00:00,2624.24,2626.11,2617.06,2618.34,2298.18
XAUUSD,M15,2025-01-01T23:15:00,2618.34,2620.09,2613.22,2614.37,2743.02
XAUUSD,M15,2025-01-01T23:30:00,2614.37,2614.89,2610.9,2612.24,2414.53
XAUUSD,M15,2025-01-01T23:45:00,2612.24,2614.1,2611.67,2612.78,693.71
XAUUSD,M15,2025-01-02T01:00:00,2612.78,2613.91,2612.3,2612.59,1078.15
XAUUSD,M15,2025-01-02T01:15:00,2612.59,2616.85,2612.46,2615.37,1519.0
XAUUSD,M15,2025-01-02T01:30:00,2615.37,2616.25,2611.88,2613.78,1960.2
XAUUSD,M15,2025-01-02T01:45:00,2613.78,2616.78,2612.17,2614.98,1450.95
XAUUSD,M15,2025-01-02T02:00:00,2614.98,2616.77,2610.15,2612.15,1547.55
XAUUSD,M15,2025-01-02T02:15:00,2612.15,2617.5,2610.89,2616.35,1051.35
XAUUSD,M15,2025-01-02T02:30:00,2616.35,2617.06,2614.43,2615.85,1510.79
XAUUSD,M15,2025-01-02T02:45:00,2615.85,2617.29,2615.58,2616.31,2055.64
XAUUSD,M15,2025-01-02T03:00:00,2616.31,2616.36,2612.08,2613.43,839.25
XAUUSD,M15,2025-01-02T03:15:00,2613.43,2616.1,2612.64,2615.99,1029.15
XAUUSD,M15,2025-01-02T03:30:00,2615.99,2617.95,2614.25,2616.37,1130.68
XAUUSD,M15,2025-01-02T03:45:00,2616.37,2616.41,2612.48,2613.62,2999.77
XAUUSD,M15,2025-01-02T04:00:00,2613.62,2614.99,2609.13,2610.72,2874.03
XAUUSD,M15,2025-01-02T04:15:00,2610.72,2610.76,2606.33,2606.65,815.55
XAUUSD,M15,2025-01-02T04:30:00,2606.65,2608.12,2603.28,2604.89,919.47
XAUUSD,M15,2025-01-02T04:45:00,2604.89,2606.46,2604.0,2604.24,2548.25
XAUUSD,M15,2025-01-02T05:00:00,2604.24,2605.6,2602.82,2604.94,2895.43
XAUUSD,M15,2025-01-02T05:15:00,2604.94,2607.04,2604.78,2605.54,2226.54
XAUUSD,M15,2025-01-02T05:30:00,2605.54,2611.64,2604.28,2609.85,802.64
XAUUSD,M15,2025-01-02T05:45:00,2609.85,2614.75,2609.13,2613.11,1570.95
XAUUSD,M15,2025-01-02T06:00:00,2613.11,2614.89,2608.81,2610.54,763.85
XAUUSD,M15,2025-01-02T06:15:00,2610.54,2611.94,2608.8,2610.61,2268.27
XAUUSD,M15,2025-01-02T06:30:00,2610.61,2611.18,2608.29,2609.99,1845.43
XAUUSD,M15,2025-01-02T06:45:00,2609.99,2610.9,2600.88,2602.41,1170.99
XAUUSD,M15,2025-01-02T07:00:00,2602.41,2605.06,2601.9,2603.21,1661.77
XAUUSD,M15,2025-01-02T07:15:00,2603.21,2604.0,2602.2,2602.26,2627.38
XAUUSD,M15,2025-01-02T07:30:00,2602.26,2604.41,2600.41,2603.7,2252.96
XAUUSD,M15,2025-01-02T07:45:00,2603.7,2609.11,2601.71,2609.09,714.03
XAUUSD,M15,2025-01-02T08:00:00,2609.09,2610.54,2602.86,2604.21,1727.05
XAUUSD,M15,2025-01-02T08:15:00,2604.21,2604.94,2603.75,2604.75,2229.47
XAUUSD,M15,2025-01-02T08:30:00,2604.75,2605.86,2601.07,2601.96,2364.84
XAUUSD,M15,2025-01-02T08:45:00,2601.96,2603.44,2599.9,2600.47,1128.51
XAUUSD,M15,2025-01-02T09:00:00,2600.47,2602.3,2598.87,2601.17,962.87
XAUUSD,M15,2025-01-02T09:15:00,2601.17,2603.78,2599.65,2602.76,2941.52
XAUUSD,M15,2025-01-02T09:30:00,2602.76,2603.17,2602.17,2602.65,948.6
XAUUSD,M15,2025-01-02T09:45:00,2602.65,2605.3,2602.07,2604.17,2935.74
XAUUSD,M15,2025-01-02T10:00:00,2604.17,2606.0,2602.81,2603.84,2681.8
XAUUSD,M15,2025-01-02T10:15:00,2603.84,2604.83,2601.61,2602.54,960.91
XAUUSD,M15,2025-01-02T10:30:00,2602.54,2607.62,2601.7,2605.9,685.21
XAUUSD,M15,2025-01-02T10:45:00,2605.9,2606.01,2604.52,2604.83,1907.1
XAUUSD,M15,2025-01-02T11:00:00,2604.83,2608.11,2603.56,2606.51,2476.85
XAUUSD,M15,2025-01-02T11:15:00,2606.51,2607.72,2605.56,2606.62,1606.8
XAUUSD,M15,2025-01-02T11:30:00,2606.62,2610.65,2605.34,2609.35,2350.22
XAUUSD,M15,2025-01-02T11:45:00,2609.35,2609.8,2608.91,2609.36,2151.07
XAUUSD,M15,2025-01-02T12:00:00,2609.36,2610.08,2608.41,2610.08,1984.53
XAUUSD,M15,2025-01-02T12:15:00,2610.08,2611.78,2608.59,2611.3,2257.47
XAUUSD,M15,2025-01-02T12:30:00,2611.3,2612.95,2607.55,2608.86,2152.96
XAUUSD,M15,2025-01-02T12:45:00,2608.86,2609.75,2601.6,2602.74,2119.09
XAUUSD,M15,2025-01-02T13:00:00,2602.74,2603.8,2602.09,2603.45,2372.39
XAUUSD,M15,2025-01-02T13:15:00,2603.45,2604.05,2602.34,2602.6,2221.69
XAUUSD,M15,2025-01-02T13:30:00,2602.6,2607.11,2602.43,2606.08,599.65
XAUUSD,M15,2025-01-02T13:45:00,2606.08,2606.75,2604.48,2605.0,728.32
XAUUSD,M15,2025-01-02T14:00:00,2605.0,2609.19,2602.9,2607.19,2180.7
XAUUSD,M15,2025-01-02T14:15:00,2607.19,2607.28,2602.41,2604.0,1676.25
XAUUSD,M15,2025-01-02T14:30:00,2604.0,2607.04,2602.66,2605.81,1729.31
XAUUSD,M15,2025-01-02T14:45:00,2605.81,2606.54,2604.33,2605.03,2175.33
XAUUSD,M15,2025-01-02T15:00:00,2605.03,2605.63,2600.99,2602.98,2533.92
XAUUSD,M15,2025-01-02T15:15:00,2602.98,2608.15,2602.32,2607.2,1308.18
XAUUSD,M15,2025-01-02T15:30:00,2607.2,2609.27,2603.01,2604.4,1856.48
XAUUSD,M15,2025-01-02T15:45:00,2604.4,2607.0,2603.64,2606.61,2391.11
XAUUSD,M15,2025-01-02T16:00:00,2606.61,2608.06,2604.66,2606.91,1595.29
XAUUSD,M15,2025-01-02T16:15:00,2606.91,2607.16,2603.02,2605.06,2022.18
XAUUSD,M15,2025-01-02T16:30:00,2605.06,2608.46,2604.86,2607.3,2980.64
XAUUSD,M15,2025-01-02T16:45:00,2607.3,2611.62,2607.05,2610.65,2580.36
XAUUSD,M15,2025-01-02T17:00:00,2610.65,2611.23,2608.33,2610.08,2950.61
XAUUSD,M15,2025-01-02T17:15:00,2610.08,2611.24,2605.94,2606.75,2804.67
XAUUSD,M15,2025-01-02T17:30:00,2606.75,2611.85,2605.09,2611.27,1537.36
XAUUSD,M15,2025-01-02T17:45:00,2611.27,2612.34,2605.6,2607.32,1207.1
XAUUSD,M15,2025-01-02T18:00:00,2607.32,2608.35,2597.72,2598.03,1846.45
XAUUSD,M15,2025-01-02T18:15:00,2598.03,2599.19,2591.31,2592.45,1638.36
XAUUSD,M15,2025-01-02T18:30:00,2592.45,2595.57,2591.96,2594.37,2438.86
XAUUSD,M15,2025-01-02T18:45:00,2594.37,2600.4,2592.89,2598.84,2528.52
XAUUSD,M15,2025-01-02T19:00:00,2598.84,2600.9,2595.1,2596.14,592.55
XAUUSD,M15,2025-01-02T19:15:00,2596.14,2597.38,2589.73,2591.55,2685.48
XAUUSD,M15,2025-01-02T19:30:00,2591.55,2593.07,2587.59,2588.45,2136.95
XAUUSD,M15,2025-01-02T19:45:00,2588.45,2589.44,2586.06,2588.09,1346.4
XAUUSD,M15,2025-01-02T20:00:00,2588.09,2589.88,2583.01,2584.82,1450.02
XAUUSD,M15,2025-01-02T20:15:00,2584.82,2586.33,2578.66,2580.25,2680.96
XAUUSD,M15,2025-01-02T20:30:00,2580.25,2586.22,2578.16,2584.28,2366.92
XAUUSD,M15,2025-01-02T20:45:00,2584.28,2586.43,2582.95,2586.22,2681.45
XAUUSD,M15,2025-01-02T21:00:00,2586.22,2586.32,2582.49,2584.16,1233.42
XAUUSD,M15,2025-01-02T21:15:00,2584.16,2584.47,2577.13,2578.25,1914.82
XAUUSD,M15,2025-01-02T21:30:00,2578.25,2580.84,2576.95,2579.01,1102.07
XAUUSD,M15,2025-01-02T21:45:00,2579.01,2580.56,2578.05,2580.26,1134.94
XAUUSD,M15,2025-01-02T22:00:00,2580.26,2587.74,2578.83,2585.85,894.94
XAUUSD,M15,2025-01-02T22:15:00,2585.85,2587.07,2584.61,2586.34,2097.35
XAUUSD,M15,2025-01-02T22:30:00,2586.34,2586.93,2585.53,2586.51,1708.02
XAUUSD,M15,2025-01-02T22:45:00,2586.51,2593.68,2585.31,2592.48,2981.73
XAUUSD,M15,2025-01-02T23:00:00,2592.48,2597.59,2591.3,2597.01,2214.5
XAUUSD,M15,2025-01-02T23:15:00,2597.01,2597.11,2595.3,2596.58,1741.82
XAUUSD,M15,2025-01-02T23:30:00,2596.58,2597.85,2594.8,2595.54,2091.54
XAUUSD,M15,2025-01-02T23:45:00,2595.54,2602.37,2594.03,2600.95,2147.95
XAUUSD,M15,2025-01-03T01:00:00,2600.95,2602.31,2595.98,2596.63,1602.06
XAUUSD,M15,2025-01-03T01:15:00,2596.63,2598.17,2591.93,2592.12,1237.78
XAUUSD,M15,2025-01-03T01:30:00,2592.12,2594.15,2590.08,2593.02,1827.13
XAUUSD,M15,2025-01-03T01:45:00,2593.02,2596.36,2592.48,2594.62,2561.72
XAUUSD,M15,2025-01-03T02:00:00,2594.62,2597.23,2594.37,2596.52,2907.23
XAUUSD,M15,2025-01-03T02:15:00,2596.52,2598.55,2590.22,2592.03,2310.54
XAUUSD,M15,2025-01-03T02:30:00,2592.03,2598.28,2590.37,2597.51,534.8
XAUUSD,M15,2025-01-03T02:45:00,2597.51,2598.47,2595.16,2596.58,2180.85
XAUUSD,M15,2025-01-03T03:00:00,2596.58,2600.11,2596.09,2599.88,562.56
XAUUSD,M15,2025-01-03T03:15:00,2599.88,2601.06,2591.73,2593.66,1053.42
XAUUSD,M15,2025-01-03T03:30:00,2593.66,2597.41,2592.8,2596.77,849.44
XAUUSD,M15,2025-01-03T03:45:00,2596.77,2597.41,2590.03,2591.07,742.98
XAUUSD,M15,2025-01-03T04:00:00,2591.07,2594.82,2589.51,2593.41,2864.94
XAUUSD,M15,2025-01-03T04:15:00,2593.41,2597.63,2593.09,2596.07,1537.21
XAUUSD,M15,2025-01-03T04:30:00,2596.07,2598.07,2593.11,2593.18,1426.32
XAUUSD,M15,2025-01-03T04:45:00,2593.18,2595.55,2591.38,2593.56,748.39
XAUUSD,M15,2025-01-03T05:00:00,2593.56,2594.31,2584.94,2585.77,974.52
XAUUSD,M15,2025-01-03T05:15:00,2585.77,2587.55,2582.71,2583.66,2156.92
XAUUSD,M15,2025-01-03T05:30:00,2583.66,2585.32,2582.82,2583.33,814.81
XAUUSD,M15,2025-01-03T05:45:00,2583.33,2583.47,2581.54,2583.15,1017.89
XAUUSD,M15,2025-01-03T06:00:00,2583.15,2585.46,2581.26,2585.15,507.09
XAUUSD,M15,2025-01-03T06:15:00,2585.15,2585.46,2583.1,2583.37,1126.64
XAUUSD,M15,2025-01-03T06:30:00,2583.37,2583.4,2581.53,2583.18,1094.83
XAUUSD,M15,2025-01-03T06:45:00,2583.18,2583.55,2582.67,2582.78,2354.3
XAUUSD,M15,2025-01-03T07:00:00,2582.78,2584.5,2581.7,2582.86,772.64
XAUUSD,M15,2025-01-03T07:15:00,2582.86,2584.85,2579.54,2579.63,2458.07
XAUUSD,M15,2025-01-03T07:30:00,2579.63,2581.65,2576.39,2576.51,1697.45
XAUUSD,M15,2025-01-03T07:45:00,2576.51,2577.96,2575.22,2576.25,2774.25
XAUUSD,M15,2025-01-03T08:00:00,2576.25,2580.15,2575.67,2580.01,2082.69
XAUUSD,M15,2025-01-03T08:15:00,2580.01,2582.87,2577.92,2582.19,1826.39
XAUUSD,M15,2025-01-03T08:30:00,2582.19,2583.66,2579.49,2581.28,2127.29
XAUUSD,M15,2025-01-03T08:45:00,2581.28,2582.79,2580.16,2580.61,1628.89
XAUUSD,M15,2025-01-03T09:00:00,2580.61,2581.49,2578.84,2579.04,1566.91
XAUUSD,M15,2025-01-03T09:15:00,2579.04,2582.8,2578.72,2582.02,2807.46
XAUUSD,M15,2025-01-03T09:30:00,2582.02,2583.05,2580.46,2582.84,2529.42
XAUUSD,M15,2025-01-03T09:45:00,2582.84,2584.08,2580.68,2581.86,1324.11
XAUUSD,M15,2025-01-03T10:00:00,2581.86,2583.44,2577.53,2579.35,2302.65
XAUUSD,M15,2025-01-03T10:15:00,2579.35,2584.32,2578.61,2583.06,1944.8
XAUUSD,M15,2025-01-03T10:30:00,2583.06,2583.29,2580.28,2582.05,1418.9
XAUUSD,M15,2025-01-03T10:45:00,2582.05,2583.26,2578.75,2580.45,2612.89
XAUUSD,M15,2025-01-03T11:00:00,2580.45,2583.7,2580.39,2582.35,2822.71
XAUUSD,M15,2025-01-03T11:15:00,2582.35,2582.91,2578.39,2578.76,2256.75
XAUUSD,M15,2025-01-03T11:30:00,2578.76,2580.59,2577.57,2578.76,1501.96
XAUUSD,M15,2025-01-03T11:45:00,2578.76,2580.55,2578.7,2579.22,2365.28
XAUUSD,M15,2025-01-03T12:00:00,2579.22,2580.0,2575.48,2577.0,2442.09
XAUUSD,M15,2025-01-03T12:15:00,2577.0,2578.68,2576.89,2578.5,893.52
XAUUSD,M15,2025-01-03T12:30:00,2578.5,2579.89,2576.56,2577.58,1605.11
XAUUSD,M15,2025-01-03T12:45:00,2577.58,2579.16,2575.39,2575.63,1574.78
XAUUSD,M15,2025-01-03T13:00:00,2575.63,2577.03,2574.21,2574.3,1488.16
XAUUSD,M15,2025-01-03T13:15:00,2574.3,2574.32,2570.73,2571.36,1028.08
XAUUSD,M15,2025-01-03T13:30:00,2571.36,2571.46,2569.79,2571.45,939.24
XAUUSD,M15,2025-01-03T13:45:00,2571.45,2575.78,2570.4,2574.3,2583.39
XAUUSD,M15,2025-01-03T14:00:00,2574.3,2579.93,2574.26,2579.84,2802.91
XAUUSD,M15,2025-01-03T14:15:00,2579.84,2583.84,2578.64,2582.63,2273.75
XAUUSD,M15,2025-01-03T14:30:00,2582.63,2583.95,2580.95,2583.27,2045.31
XAUUSD,M15,2025-01-03T14:45:00,2583.27,2585.78,2583.08,2583.85,2611.21
XAUUSD,M15,2025-01-03T15:00:00,2583.85,2584.68,2580.28,2580.93,1348.78
XAUUSD,M15,2025-01-03T15:15:00,2580.93,2581.28,2578.1,2579.17,785.07
XAUUSD,M15,2025-01-03T15:30:00,2579.17,2583.18,2577.45,2581.65,2537.59
XAUUSD,M15,2025-01-03T15:45:00,2581.65,2581.96,2579.87,2580.28,2006.0
XAUUSD,M15,2025-01-03T16:00:00,2580.28,2581.9,2578.37,2579.41,2386.11
XAUUSD,M15,2025-01-03T16:15:00,2579.41,2580.35,2576.09,2578.03,1911.23
XAUUSD,M15,2025-01-03T16:30:00,2578.03,2579.35,2573.64,2573.96,670.72
XAUUSD,M15,2025-01-03T16:45:00,2573.96,2574.59,2569.33,2569.91,640.43
XAUUSD,M15,2025-01-03T17:00:00,2569.91,2570.03,2567.12,2568.87,691.83
XAUUSD,M15,2025-01-03T17:15:00,2568.87,2573.9,2567.58,2572.1,1767.67
XAUUSD,M15,2025-01-03T17:30:00,2572.1,2573.98,2566.33,2567.27,2524.54
XAUUSD,M15,2025-01-03T17:45:00,2567.27,2567.95,2564.67,2565.67,877.15
XAUUSD,M15,2025-01-03T18:00:00,2565.67,2571.69,2564.17,2570.97,1761.37
XAUUSD,M15,2025-01-03T18:15:00,2570.97,2575.56,2570.05,2575.04,1598.55
XAUUSD,M15,2025-01-03T18:30:00,2575.04,2577.38,2574.18,2576.79,1345.92
XAUUSD,M15,2025-01-03T18:45:00,2576.79,2581.06,2575.43,2579.4,664.78
XAUUSD,M15,2025-01-03T19:00:00,2579.4,2580.92,2577.13,2578.51,2765.86
XAUUSD,M15,2025-01-03T19:15:00,2578.51,2579.21,2575.25,2576.48,853.57
XAUUSD,M15,2025-01-03T19:30:00,2576.48,2582.03,2575.23,2581.2,2845.01
XAUUSD,M15,2025-01-03T19:45:00,2581.2,2581.99,2578.78,2580.44,2532.96
XAUUSD,M15,2025-01-03T20:00:00,2580.44,2584.4,2579.34,2582.96,2115.06
XAUUSD,M15,2025-01-03T20:15:00,2582.96,2583.72,2578.05,2578.81,950.66
XAUUSD,M15,2025-01-03T20:30:00,2578.81,2582.74,2578.52,2582.27,692.91
XAUUSD,M15,2025-01-03T20:45:00,2582.27,2582.48,2579.71,2581.33,2587.8
XAUUSD,M15,2025-01-03T21:00:00,2581.33,2585.75,2581.05,2584.14,1441.8
XAUUSD,M15,2025-01-03T21:15:00,2584.14,2586.7,2582.52,2584.96,2522.61
XAUUSD,M15,2025-01-03T21:30:00,2584.96,2586.38,2581.78,2582.28,1610.5
XAUUSD,M15,2025-01-03T21:45:00,2582.28,2585.21,2581.34,2583.64,1835.03
XAUUSD,M15,2025-01-03T22:00:00,2583.64,2586.78,2582.86,2585.03,2867.83
XAUUSD,M15,2025-01-03T22:15:00,2585.03,2586.0,2581.46,2582.05,1454.68
XAUUSD,M15,2025-01-03T22:30:00,2582.05,2589.32,2581.76,2587.63,1125.01
XAUUSD,M15,2025-01-03T22:45:00,2587.63,2589.47,2585.48,2586.65,756.47
XAUUSD,M15,2025-01-03T23:00:00,2586.65,2589.88,2586.07,2588.28,2763.27
XAUUSD,M15,2025-01-03T23:15:00,2588.28,2589.2,2584.49,2586.48,1055.1
XAUUSD,M15,2025-01-03T23:30:00,2586.48,2586.59,2585.19,2586.25,1089.45
XAUUSD,M15,2025-01-03T23:45:00,2586.25,2587.77,2586.19,2586.99,2827.06
XAUUSD,M15,2025-01-06T01:00:00,2586.99,2587.28,2583.44,2584.04,2574.4
XAUUSD,M15,2025-01-06T01:15:00,2584.04,2584.33,2578.44,2579.92,1621.5
XAUUSD,M15,2025-01-06T01:30:00,2579.92,2583.88,2578.77,2582.12,2318.09
XAUUSD,M15,2025-01-06T01:45:00,2582.12,2583.63,2581.52,2583.4,1252.88
XAUUSD,M15,2025-01-06T02:00:00,2583.4,2584.36,2578.67,2578.91,2762.87
XAUUSD,M15,2025-01-06T02:15:00,2578.91,2581.69,2577.82,2581.66,1104.85
XAUUSD,M15,2025-01-06T02:30:00,2581.66,2582.16,2577.22,2578.09,2160.93
XAUUSD,M15,2025-01-06T02:45:00,2578.09,2582.1,2577.95,2580.05,1815.15
XAUUSD,M15,2025-01-06T03:00:00,2580.05,2584.85,2579.06,2584.03,2089.18
XAUUSD,M15,2025-01-06T03:15:00,2584.03,2584.56,2583.89,2583.93,2471.3
XAUUSD,M15,2025-01-06T03:30:00,2583.93,2585.55,2582.11,2583.65,1331.3
XAUUSD,M15,2025-01-06T03:45:00,2583.65,2584.8,2577.92,2579.63,937.72
XAUUSD,M15,2025-01-06T04:00:00,2579.63,2580.96,2573.59,2575.3,657.75
XAUUSD,M15,2025-01-06T04:15:00,2575.3,2577.45,2574.68,2576.49,609.52
XAUUSD,M15,2025-01-06T04:30:00,2576.49,2584.5,2574.42,2583.41,1857.58
